Database_ID,Well_ID,Well_Code,Date,Reading_at_RP_ft,tblNM_Codes.Description,tblQM_Codes.Description,Comments, RP_Elev_ft , GP_Elev_ft , RP-GP_ft ,GSWS_ft,WSE_ft,Reading_at_RP_m,RP_Elev_m,GP_Elev_m,Ref_Pt_from_Surface_m,Ref_Pt_Position,GSWS_m,WSE_m,W_Category,SamplDate_YrMo,Month,Irrigation_Source,Data_Source,SamplDate_EndMo, Month-Numeric ,Season,Year,Subregion,LT_Monitoring,Outlier
4432,20,A2,7/28/2016,17.06,,,,"2,784.81","2,784.32",0.49,16.57,2767.749716,5.199888,848.81,848.66,0.15,,5.05,843.61,Valley Floor,2016-07,7,,2,7/31/2016,7,summer,2016,Eastside Gulches,1,0
4433,21,C11,7/28/2016,10.84,,,,"2,735.27","2,734.06",1.21,9.63,2724.429033,3.304032,833.71,833.34,0.37,,2.93,830.41,,2016-07,7,,2,7/31/2016,7,summer,2016,Valley Floor,1,0
4434,22,S42,7/28/2016,14.35,,,,"2,725.10","2,721.72",3.38,10.97,2710.748429,4.37388,830.61,829.58,1.03,,3.34,826.24,,2016-07,7,,2,7/31/2016,7,summer,2016,Valley Floor,1,0
4435,24,P18,7/28/2016,30.98,,,,"2,788.09","2,786.19",1.9,29.08,2757.110555,9.442704,849.81,849.23,0.58,,8.86,840.37,,2016-07,7,,2,7/31/2016,7,summer,2016,Eastside Gulches,1,0
4436,25,I16,7/28/2016,10.82,,,,"2,742.22","2,741.08",1.15,9.67,2731.404414,3.297936,835.83,835.48,0.35,,2.95,832.53,Valley Floor,2016-07,7,,2,7/31/2016,7,summer,2016,Valley Floor,1,0
4437,27,H6,7/28/2016,NM,,,Pumped,"2,741.47","2,741.47", -   ,#VALUE!,#VALUE!,#VALUE!,835.6,835.6,0,,#VALUE!,#VALUE!,Valley Floor,2016-07,7,,2,7/31/2016,7,summer,2016,Valley Floor,1,0
4438,28,K12,7/28/2016,NM,,,Pumping,"2,725.39","2,724.02",1.38,#VALUE!,#VALUE!,#VALUE!,830.7,830.28,0.42,,#VALUE!,#VALUE!,,2016-07,7,,2,7/31/2016,7,summer,2016,Valley Floor,1,0
4439,29,W10,7/28/2016,24.12,QM,,Pumped?,"2,936.22","2,935.07",1.15,22.97,2912.100477,7.351776,894.96,894.61,0.35,,7,887.61,Westside-Upl,2016-07,7,,2,7/31/2016,7,summer,2016,Upper Westside,1,0
4440,30,C26,7/28/2016,NM,,,Pumped ,"2,843.24","2,841.93",1.31,#VALUE!,#VALUE!,#VALUE!,866.62,866.22,0.4,,#VALUE!,#VALUE!,Oro Fino,2016-07,7,,2,7/31/2016,7,summer,2016,Upper Westside,1,0
4441,33,S19,7/28/2016,19.5,,,,"2,746.59","2,744.95",1.64,17.86,2727.087931,5.9436,837.16,836.66,0.5,,5.44,831.22,Eastside-Upl,2016-07,7,,2,7/31/2016,7,summer,2016,Eastside Gulches,1,0
4442,36,M12,7/28/2016,16.93,,,,"2,792.29","2,787.60",4.69,12.24,2775.36003,5.160264,851.09,849.66,1.43,,3.73,845.93,Scott River,2016-07,7,,2,7/31/2016,7,summer,2016,Valley Floor,1,0
4443,38,D40,7/28/2016,11.24,,,,"2,846.92","2,845.31",1.61,9.63,2835.676015,3.425952,867.74,867.25,0.49,,2.94,864.31,Valley Floor,2016-07,7,,2,7/31/2016,7,summer,2016,Southern Valley Floor,1,0
4444,39,P43,7/28/2016,5.78,,,,"2,910.07","2,909.35",0.72,5.06,2904.292183,1.761744,886.99,886.77,0.22,,1.54,885.23,Eastside-Upl,2016-07,7,,2,7/31/2016,7,summer,2016,Eastside Gulches,1,0
4445,40,L31,7/28/2016,NM,,,Work near pump location ,"2,779.46","2,778.90",0.56,#VALUE!,#VALUE!,#VALUE!,847.18,847.01,0.17,,#VALUE!,#VALUE!,Valley Floor,2016-07,7,,2,7/31/2016,7,summer,2016,Valley Floor,1,0
4446,43,M10,7/28/2016,5.94,,,,"2,821.49","2,821.26",0.23,5.71,2815.549506,1.810512,859.99,859.92,0.07,,1.74,858.18,Valley Floor,2016-07,7,,2,7/31/2016,7,summer,2016,Southern Valley Floor,1,0
4447,44,N17,7/28/2016,NM,,,Pumping,"2,902.07","2,901.12",0.95,#VALUE!,#VALUE!,#VALUE!,884.55,884.26,0.29,,#VALUE!,#VALUE!,,2016-07,7,,2,7/31/2016,7,summer,2016,Upper Westside,1,0
4448,45,F6,7/28/2016,24.35,,,,"2,719.88","2,718.93",0.95,23.4,2695.531894,7.42188,829.02,828.73,0.29,,7.13,821.6,,2016-07,7,,2,7/31/2016,7,summer,2016,Eastside Gulches,1,0
4449,49,R24,7/28/2016,13.61,,,,"2,770.80","2,769.52",1.28,12.33,2757.190529,4.148328,844.54,844.15,0.39,,3.76,840.39,Valley Floor,2016-07,7,,2,7/31/2016,7,summer,2016,Valley Floor,1,0
4450,50,G31,7/28/2016,60.72,,,,"2,829.20","2,827.95",1.25,59.47,2768.479479,18.507456,862.34,861.96,0.38,,18.13,843.83,Eastside-Upl,2016-07,7,,2,7/31/2016,7,summer,2016,Eastside Gulches,1,0
4451,2,E3,8/28/2016,7.63,,,,"2,889.47","2,888.48",0.98,6.65,2881.838508,2.325624,880.71,880.41,0.3,,2.03,878.38,Valley Floor,2016-08,8,,2,8/31/2016,8,summer,2016,Southern Valley Floor,1,0
4452,3,F56,8/28/2016,NM,,,,"2,890.22","2,889.73",0.49,#VALUE!,#VALUE!,#VALUE!,880.94,880.79,0.15,,#VALUE!,#VALUE!,Westside-Upl,2016-08,8,,2,8/31/2016,8,summer,2016,Upper Westside,1,0
4453,4,L18,8/28/2016,60.21,,,,"2,810.30","2,808.96",1.35,58.86,2750.091842,18.352008,856.58,856.17,0.41,,17.94,838.23,Eastside-Upl,2016-08,8,,2,8/31/2016,8,summer,2016,Eastside Gulches,1,0
4454,5,N2,8/28/2016,14.5,,,Pumped?,"2,753.90","2,751.57",2.33,12.17,2739.404204,4.4196,839.39,838.68,0.71,Above Surface,3.71,834.97,Valley Floor,2016-08,8,,2,8/31/2016,8,summer,2016,Valley Floor,1,0
4455,6,Q32,8/28/2016,10.41,,,,"2,734.91","2,734.48",0.43,9.98,2724.498141,3.172968,833.6,833.47,0.13,,3.04,830.43,Valley Floor,2016-08,8,,2,8/31/2016,8,summer,2016,Valley Floor,1,0
4456,7,S21,8/28/2016,NM,,,,"2,791.47","2,789.76",1.71,#VALUE!,#VALUE!,#VALUE!,850.84,850.32,0.52,,#VALUE!,#VALUE!,Valley Floor,2016-08,8,,2,8/31/2016,8,summer,2016,Southern Valley Floor,1,0
4457,8,X7,8/28/2016,27.82,QM,,Pumped?,"2,736.02","2,734.91",1.12,26.7,2708.203626,8.479536,833.94,833.6,0.34,Above Surface,8.14,825.46,Valley Floor,2016-08,8,,2,8/31/2016,8,summer,2016,Eastside Gulches,1,0
4458,9,A4,8/28/2016,NM,,,Pumping,"2,844.42","2,842.78",1.64,#VALUE!,#VALUE!,#VALUE!,866.98,866.48,0.5,,#VALUE!,#VALUE!,Valley Floor,2016-08,8,,2,8/31/2016,8,summer,2016,Eastside Gulches,1,0
4459,10,P23,8/28/2016,NM,,,Pumping,"2,865.06","2,864.44",0.62,#VALUE!,#VALUE!,#VALUE!,873.27,873.08,0.19,,#VALUE!,#VALUE!,Valley Floor,2016-08,8,,2,8/31/2016,8,summer,2016,Eastside Gulches,1,0
4460,11,M2,8/28/2016,31.91,,,,"2,810.76","2,809.81",0.95,30.96,2778.851159,9.726168,856.72,856.43,0.29,,9.44,846.99,,2016-08,8,,2,8/31/2016,8,summer,2016,Eastside Gulches,1,0
4461,13,K9,8/28/2016,NM,,,Pumping,"2,777.89","2,776.80",1.08,#VALUE!,#VALUE!,#VALUE!,846.7,846.37,0.33,Above Surface,#VALUE!,#VALUE!,Valley Floor,2016-08,8,,2,8/31/2016,8,summer,2016,Eastside Gulches,1,0
4462,14,G40,8/28/2016,28.1,,,,"2,841.83","2,841.27",0.56,27.54,2813.730713,8.56488,866.19,866.02,0.17,,8.39,857.63,,2016-08,8,,2,8/31/2016,8,summer,2016,Eastside Gulches,1,0
4463,15,L32,8/28/2016,47.7,,,,"2,863.62","2,862.20",1.41,46.29,2815.91549,14.53896,872.83,872.4,0.43,,14.11,858.29,,2016-08,8,,2,8/31/2016,8,summer,2016,Upper Westside,1,0
4464,16,D31,8/28/2016,7.21,,,,"2,768.86","2,768.37",0.49,6.72,2761.654834,2.197608,843.95,843.8,0.15,,2.05,841.75,Valley Floor,2016-08,8,,2,8/31/2016,8,summer,2016,Discharge Zone,1,0
4465,19,O32,8/28/2016,15.6,,,,"2,733.92","2,730.25",3.67,11.93,2718.323889,4.75488,833.3,832.18,1.12,,3.63,828.55,Valley Floor,2016-08,8,,2,8/31/2016,8,summer,2016,Valley Floor,1,0
4466,20,A2,8/28/2016,17.3,,,,"2,784.81","2,784.32",0.49,16.81,2767.509716,5.27304,848.81,848.66,0.15,,5.12,843.54,Valley Floor,2016-08,8,,2,8/31/2016,8,summer,2016,Eastside Gulches,1,0
4467,21,C11,8/28/2016,16.46,,,,"2,735.27","2,734.06",1.21,15.25,2718.809033,5.017008,833.71,833.34,0.37,,4.65,828.69,,2016-08,8,,2,8/31/2016,8,summer,2016,Valley Floor,1,0
4468,22,S42,8/28/2016,16.11,,,,"2,725.10","2,721.72",3.38,12.73,2708.988429,4.910328,830.61,829.58,1.03,,3.88,825.7,,2016-08,8,,2,8/31/2016,8,summer,2016,Valley Floor,1,0
4469,24,P18,8/28/2016,35.32,,,,"2,788.09","2,786.19",1.9,33.42,2752.770555,10.765536,849.81,849.23,0.58,,10.19,839.04,,2016-08,8,,2,8/31/2016,8,summer,2016,Eastside Gulches,1,0
4470,25,I16,8/28/2016,12.52,,,,"2,742.22","2,741.08",1.15,11.37,2729.704414,3.816096,835.83,835.48,0.35,,3.47,832.01,Valley Floor,2016-08,8,,2,8/31/2016,8,summer,2016,Valley Floor,1,0
4471,27,H6,8/28/2016,NM,,,Pumped,"2,741.47","2,741.47", -   ,#VALUE!,#VALUE!,#VALUE!,835.6,835.6,0,,#VALUE!,#VALUE!,Valley Floor,2016-08,8,,2,8/31/2016,8,summer,2016,Valley Floor,1,0
4472,28,K12,8/28/2016,NM,,,Pumping,"2,725.39","2,724.02",1.38,#VALUE!,#VALUE!,#VALUE!,830.7,830.28,0.42,,#VALUE!,#VALUE!,,2016-08,8,,2,8/31/2016,8,summer,2016,Valley Floor,1,0
4473,29,W10,8/28/2016,23.3,,,,"2,936.22","2,935.07",1.15,22.15,2912.920477,7.10184,894.96,894.61,0.35,,6.75,887.86,Westside-Upl,2016-08,8,,2,8/31/2016,8,summer,2016,Upper Westside,1,0
4474,30,C26,8/28/2016,14.75,,,,"2,843.24","2,841.93",1.31,13.44,2828.491474,4.4958,866.62,866.22,0.4,,4.1,862.12,Oro Fino,2016-08,8,,2,8/31/2016,8,summer,2016,Upper Westside,1,0
4475,33,S19,8/28/2016,21.73,,,,"2,746.59","2,744.95",1.64,20.09,2724.857931,6.623304,837.16,836.66,0.5,,6.12,830.54,Eastside-Upl,2016-08,8,,2,8/31/2016,8,summer,2016,Eastside Gulches,1,0
4476,36,M12,8/28/2016,16.23,,,,"2,792.29","2,787.60",4.69,11.54,2776.06003,4.946904,851.09,849.66,1.43,,3.52,846.14,Scott River,2016-08,8,,2,8/31/2016,8,summer,2016,Valley Floor,1,0
4477,38,D40,8/28/2016,12.3,,,,"2,846.92","2,845.31",1.61,10.69,2834.616015,3.74904,867.74,867.25,0.49,,3.26,863.99,Valley Floor,2016-08,8,,2,8/31/2016,8,summer,2016,Southern Valley Floor,1,0
4478,39,P43,8/28/2016,10.1,QM,,Pumped,"2,910.07","2,909.35",0.72,9.38,2899.972183,3.07848,886.99,886.77,0.22,,2.86,883.91,Eastside-Upl,2016-08,8,,2,8/31/2016,8,summer,2016,Eastside Gulches,1,0
4479,40,L31,8/28/2016,16.41,,,,"2,779.46","2,778.90",0.56,15.85,2763.051946,5.001768,847.18,847.01,0.17,,4.83,842.18,Valley Floor,2016-08,8,,2,8/31/2016,8,summer,2016,Valley Floor,1,0
4480,43,M10,8/28/2016,7.87,,,,"2,821.49","2,821.26",0.23,7.64,2813.619506,2.398776,859.99,859.92,0.07,,2.33,857.59,Valley Floor,2016-08,8,,2,8/31/2016,8,summer,2016,Southern Valley Floor,1,0
4481,44,N17,8/28/2016,NM,,,Pumping,"2,902.07","2,901.12",0.95,#VALUE!,#VALUE!,#VALUE!,884.55,884.26,0.29,,#VALUE!,#VALUE!,,2016-08,8,,2,8/31/2016,8,summer,2016,Upper Westside,1,0
4482,45,F6,8/28/2016,25.26,,,,"2,719.88","2,718.93",0.95,24.31,2694.621894,7.699248,829.02,828.73,0.29,,7.41,821.32,,2016-08,8,,2,8/31/2016,8,summer,2016,Eastside Gulches,1,0
4483,49,R24,8/28/2016,15.06,,,,"2,770.80","2,769.52",1.28,13.78,2755.740529,4.590288,844.54,844.15,0.39,,4.2,839.95,Valley Floor,2016-08,8,,2,8/31/2016,8,summer,2016,Valley Floor,1,0
4484,50,G31,8/28/2016,64.21,,,,"2,829.20","2,827.95",1.25,62.96,2764.989479,19.571208,862.34,861.96,0.38,,19.19,842.77,Eastside-Upl,2016-08,8,,2,8/31/2016,8,summer,2016,Eastside Gulches,1,0
4485,2,E3,9/24/2016,7.12,,,,"2,889.47","2,888.48",0.98,6.14,2882.348508,2.170176,880.71,880.41,0.3,,1.87,878.54,Valley Floor,2016-09,9,,2,9/30/2016,9,summer,2016,Southern Valley Floor,1,0
4486,3,F56,9/24/2016,NM,,,,"2,890.22","2,889.73",0.49,#VALUE!,#VALUE!,#VALUE!,880.94,880.79,0.15,,#VALUE!,#VALUE!,Westside-Upl,2016-09,9,,2,9/30/2016,9,summer,2016,Upper Westside,1,0
4487,4,L18,9/24/2016,63.43,,,,"2,810.30","2,808.96",1.35,62.08,2746.871842,19.333464,856.58,856.17,0.41,,18.92,837.25,Eastside-Upl,2016-09,9,,2,9/30/2016,9,summer,2016,Eastside Gulches,1,0
4488,5,N2,9/24/2016,14,,,,"2,753.90","2,751.57",2.33,11.67,2739.904204,4.2672,839.39,838.68,0.71,Above Surface,3.56,835.12,Valley Floor,2016-09,9,,2,9/30/2016,9,summer,2016,Valley Floor,1,0
4489,6,Q32,9/24/2016,11.28,,,,"2,734.91","2,734.48",0.43,10.85,2723.628141,3.438144,833.6,833.47,0.13,,3.31,830.16,Valley Floor,2016-09,9,,2,9/30/2016,9,summer,2016,Valley Floor,1,0
4490,7,S21,9/24/2016,NM,,,,"2,791.47","2,789.76",1.71,#VALUE!,#VALUE!,#VALUE!,850.84,850.32,0.52,,#VALUE!,#VALUE!,Valley Floor,2016-09,9,,2,9/30/2016,9,summer,2016,Southern Valley Floor,1,0
4491,8,X7,9/24/2016,18.45,,,,"2,736.02","2,734.91",1.12,17.33,2717.573626,5.62356,833.94,833.6,0.34,Above Surface,5.28,828.32,Valley Floor,2016-09,9,,2,9/30/2016,9,summer,2016,Eastside Gulches,1,0
4492,9,A4,9/24/2016,15.63,,,,"2,844.42","2,842.78",1.64,13.99,2828.792577,4.764024,866.98,866.48,0.5,,4.26,862.22,Valley Floor,2016-09,9,,2,9/30/2016,9,summer,2016,Eastside Gulches,1,0
4493,10,P23,9/24/2016,19.44,,,,"2,865.06","2,864.44",0.62,18.82,2845.619059,5.925312,873.27,873.08,0.19,,5.74,867.34,Valley Floor,2016-09,9,,2,9/30/2016,9,summer,2016,Eastside Gulches,1,0
4494,11,M2,9/24/2016,40.1,,,,"2,810.76","2,809.81",0.95,39.15,2770.661159,12.22248,856.72,856.43,0.29,,11.93,844.5,,2016-09,9,,2,9/30/2016,9,summer,2016,Eastside Gulches,1,0
4495,13,K9,9/24/2016,NM,,,Pumping,"2,777.89","2,776.80",1.08,#VALUE!,#VALUE!,#VALUE!,846.7,846.37,0.33,Above Surface,#VALUE!,#VALUE!,Valley Floor,2016-09,9,,2,9/30/2016,9,summer,2016,Eastside Gulches,1,0
4496,14,G40,9/24/2016,18.45,,,,"2,841.83","2,841.27",0.56,17.89,2823.380713,5.62356,866.19,866.02,0.17,,5.45,860.57,,2016-09,9,,2,9/30/2016,9,summer,2016,Eastside Gulches,1,0
4497,15,L32,9/24/2016,41.18,,,,"2,863.62","2,862.20",1.41,39.77,2822.43549,12.551664,872.83,872.4,0.43,,12.12,860.28,,2016-09,9,,2,9/30/2016,9,summer,2016,Upper Westside,1,0
4498,16,D31,9/24/2016,7.48,,,,"2,768.86","2,768.37",0.49,6.99,2761.384834,2.279904,843.95,843.8,0.15,,2.13,841.67,Valley Floor,2016-09,9,,2,9/30/2016,9,summer,2016,Discharge Zone,1,0
4499,19,O32,9/24/2016,15.9,,,,"2,733.92","2,730.25",3.67,12.23,2718.023889,4.84632,833.3,832.18,1.12,,3.73,828.45,Valley Floor,2016-09,9,,2,9/30/2016,9,summer,2016,Valley Floor,1,0
4500,20,A2,9/24/2016,19.71,,,,"2,784.81","2,784.32",0.49,19.22,2765.099716,6.007608,848.81,848.66,0.15,,5.86,842.8,Valley Floor,2016-09,9,,2,9/30/2016,9,summer,2016,Eastside Gulches,1,0
4501,21,C11,9/24/2016,18,,,,"2,735.27","2,734.06",1.21,16.79,2717.269033,5.4864,833.71,833.34,0.37,,5.12,828.22,,2016-09,9,,2,9/30/2016,9,summer,2016,Valley Floor,1,0
4502,22,S42,9/24/2016,16.81,,,,"2,725.10","2,721.72",3.38,13.43,2708.288429,5.123688,830.61,829.58,1.03,,4.09,825.49,,2016-09,9,,2,9/30/2016,9,summer,2016,Valley Floor,1,0
4503,24,P18,9/24/2016,39.36,,,,"2,788.09","2,786.19",1.9,37.46,2748.730555,11.996928,849.81,849.23,0.58,,11.42,837.81,,2016-09,9,,2,9/30/2016,9,summer,2016,Eastside Gulches,1,0
4504,25,I16,9/24/2016,12.3,,,,"2,742.22","2,741.08",1.15,11.15,2729.924414,3.74904,835.83,835.48,0.35,,3.4,832.08,Valley Floor,2016-09,9,,2,9/30/2016,9,summer,2016,Valley Floor,1,0
4505,27,H6,9/24/2016,NM,,,Pumping,"2,741.47","2,741.47", -   ,#VALUE!,#VALUE!,#VALUE!,835.6,835.6,0,,#VALUE!,#VALUE!,Valley Floor,2016-09,9,,2,9/30/2016,9,summer,2016,Valley Floor,1,0
4506,28,K12,9/24/2016,NM,,,Pumping,"2,725.39","2,724.02",1.38,#VALUE!,#VALUE!,#VALUE!,830.7,830.28,0.42,,#VALUE!,#VALUE!,,2016-09,9,,2,9/30/2016,9,summer,2016,Valley Floor,1,0
4507,29,W10,9/24/2016,24.6,,,,"2,936.22","2,935.07",1.15,23.45,2911.620477,7.49808,894.96,894.61,0.35,,7.15,887.46,Westside-Upl,2016-09,9,,2,9/30/2016,9,summer,2016,Upper Westside,1,0
4508,30,C26,9/24/2016,NM,,,Pumped,"2,843.24","2,841.93",1.31,#VALUE!,#VALUE!,#VALUE!,866.62,866.22,0.4,,#VALUE!,#VALUE!,Oro Fino,2016-09,9,,2,9/30/2016,9,summer,2016,Upper Westside,1,0
4509,33,S19,9/24/2016,22.19,,,,"2,746.59","2,744.95",1.64,20.55,2724.397931,6.763512,837.16,836.66,0.5,,6.26,830.4,Eastside-Upl,2016-09,9,,2,9/30/2016,9,summer,2016,Eastside Gulches,1,0
4510,36,M12,9/24/2016,16.99,,,,"2,792.29","2,787.60",4.69,12.3,2775.30003,5.178552,851.09,849.66,1.43,,3.75,845.91,Scott River,2016-09,9,,2,9/30/2016,9,summer,2016,Valley Floor,1,0
4511,38,D40,9/24/2016,11.32,,,,"2,846.92","2,845.31",1.61,9.71,2835.596015,3.450336,867.74,867.25,0.49,,2.96,864.29,Valley Floor,2016-09,9,,2,9/30/2016,9,summer,2016,Southern Valley Floor,1,0
4512,39,P43,9/24/2016,10.48,,,,"2,910.07","2,909.35",0.72,9.76,2899.592183,3.194304,886.99,886.77,0.22,,2.97,883.8,Eastside-Upl,2016-09,9,,2,9/30/2016,9,summer,2016,Eastside Gulches,1,0
4513,40,L31,9/24/2016,18.61,,,,"2,779.46","2,778.90",0.56,18.05,2760.851946,5.672328,847.18,847.01,0.17,,5.5,841.51,Valley Floor,2016-09,9,,2,9/30/2016,9,summer,2016,Valley Floor,1,0
4514,43,M10,9/24/2016,6.86,,,,"2,821.49","2,821.26",0.23,6.63,2814.629506,2.090928,859.99,859.92,0.07,,2.02,857.9,Valley Floor,2016-09,9,,2,9/30/2016,9,summer,2016,Southern Valley Floor,1,0
4515,44,N17,9/24/2016,24.2,,,,"2,902.07","2,901.12",0.95,23.25,2877.866934,7.37616,884.55,884.26,0.29,,7.09,877.17,,2016-09,9,,2,9/30/2016,9,summer,2016,Upper Westside,1,0
4516,45,F6,9/24/2016,30.73,,,,"2,719.88","2,718.93",0.95,29.78,2689.151894,9.366504,829.02,828.73,0.29,,9.08,819.65,,2016-09,9,,2,9/30/2016,9,summer,2016,Eastside Gulches,1,0
4517,49,R24,9/24/2016,13.82,,,,"2,770.80","2,769.52",1.28,12.54,2756.980529,4.212336,844.54,844.15,0.39,,3.82,840.33,Valley Floor,2016-09,9,,2,9/30/2016,9,summer,2016,Valley Floor,1,0
4518,50,G31,9/24/2016,63.3,,,,"2,829.20","2,827.95",1.25,62.05,2765.899479,19.29384,862.34,861.96,0.38,,18.91,843.05,Eastside-Upl,2016-09,9,,2,9/30/2016,9,summer,2016,Eastside Gulches,1,0
4519,2,E3,10/28/2016,5.92,,,,"2,889.47","2,888.48",0.98,4.94,2883.548508,1.804416,880.71,880.41,0.3,,1.5,878.91,Valley Floor,2016-10,10,,2,10/31/2016,10,fall,2016,Southern Valley Floor,1,0
4520,3,F56,10/28/2016,NM,,,,"2,890.22","2,889.73",0.49,#VALUE!,#VALUE!,#VALUE!,880.94,880.79,0.15,,#VALUE!,#VALUE!,Westside-Upl,2016-10,10,,2,10/31/2016,10,fall,2016,Upper Westside,1,0
4521,4,L18,10/28/2016,63.78,,,,"2,810.30","2,808.96",1.35,62.43,2746.521842,19.440144,856.58,856.17,0.41,,19.03,837.14,Eastside-Upl,2016-10,10,,2,10/31/2016,10,fall,2016,Eastside Gulches,1,0
4522,5,N2,10/28/2016,10.6,,,,"2,753.90","2,751.57",2.33,8.27,2743.304204,3.23088,839.39,838.68,0.71,Above Surface,2.52,836.16,Valley Floor,2016-10,10,,2,10/31/2016,10,fall,2016,Valley Floor,1,0
4523,6,Q32,10/28/2016,8.87,,,,"2,734.91","2,734.48",0.43,8.44,2726.038141,2.703576,833.6,833.47,0.13,,2.57,830.9,Valley Floor,2016-10,10,,2,10/31/2016,10,fall,2016,Valley Floor,1,0
4524,7,S21,10/28/2016,NM,,,,"2,791.47","2,789.76",1.71,#VALUE!,#VALUE!,#VALUE!,850.84,850.32,0.52,,#VALUE!,#VALUE!,Valley Floor,2016-10,10,,2,10/31/2016,10,fall,2016,Southern Valley Floor,1,0
4525,8,X7,10/28/2016,17.62,,,,"2,736.02","2,734.91",1.12,16.5,2718.403626,5.370576,833.94,833.6,0.34,Above Surface,5.03,828.57,Valley Floor,2016-10,10,,2,10/31/2016,10,fall,2016,Eastside Gulches,1,0
4526,9,A4,10/28/2016,12.97,,,,"2,844.42","2,842.78",1.64,11.33,2831.452577,3.953256,866.98,866.48,0.5,,3.45,863.03,Valley Floor,2016-10,10,,2,10/31/2016,10,fall,2016,Eastside Gulches,1,0
4527,10,P23,10/28/2016,16.8,,,,"2,865.06","2,864.44",0.62,16.18,2848.259059,5.12064,873.27,873.08,0.19,,4.93,868.15,Valley Floor,2016-10,10,,2,10/31/2016,10,fall,2016,Eastside Gulches,1,0
4528,11,M2,10/28/2016,42.22,,,,"2,810.76","2,809.81",0.95,41.27,2768.541159,12.868656,856.72,856.43,0.29,,12.58,843.85,,2016-10,10,,2,10/31/2016,10,fall,2016,Eastside Gulches,1,0
4529,13,K9,10/28/2016,32.58,,,,"2,777.89","2,776.80",1.08,31.5,2745.307143,9.930384,846.7,846.37,0.33,Above Surface,9.6,836.77,Valley Floor,2016-10,10,,2,10/31/2016,10,fall,2016,Eastside Gulches,1,0
4530,14,G40,10/28/2016,14.71,,,,"2,841.83","2,841.27",0.56,14.15,2827.120713,4.483608,866.19,866.02,0.17,,4.31,861.71,,2016-10,10,,2,10/31/2016,10,fall,2016,Eastside Gulches,1,0
4531,15,L32,10/28/2016,39.61,,,,"2,863.62","2,862.20",1.41,38.2,2824.00549,12.073128,872.83,872.4,0.43,,11.64,860.76,,2016-10,10,,2,10/31/2016,10,fall,2016,Upper Westside,1,0
4532,16,D31,10/28/2016,7.2,,,,"2,768.86","2,768.37",0.49,6.71,2761.664834,2.19456,843.95,843.8,0.15,,2.04,841.76,Valley Floor,2016-10,10,,2,10/31/2016,10,fall,2016,Discharge Zone,1,0
4533,19,O32,10/28/2016,11.47,,,,"2,733.92","2,730.25",3.67,7.8,2722.453889,3.496056,833.3,832.18,1.12,,2.38,829.8,Valley Floor,2016-10,10,,2,10/31/2016,10,fall,2016,Valley Floor,1,0
4534,20,A2,10/28/2016,13.59,,,,"2,784.81","2,784.32",0.49,13.1,2771.219716,4.142232,848.81,848.66,0.15,,3.99,844.67,Valley Floor,2016-10,10,,2,10/31/2016,10,fall,2016,Eastside Gulches,1,0
4535,21,C11,10/28/2016,17.1,,,,"2,735.27","2,734.06",1.21,15.89,2718.169033,5.21208,833.71,833.34,0.37,,4.84,828.5,,2016-10,10,,2,10/31/2016,10,fall,2016,Valley Floor,1,0
4536,22,S42,10/28/2016,12,,,,"2,725.10","2,721.72",3.38,8.62,2713.098429,3.6576,830.61,829.58,1.03,,2.63,826.95,,2016-10,10,,2,10/31/2016,10,fall,2016,Valley Floor,1,0
4537,24,P18,10/28/2016,42.52,,,,"2,788.09","2,786.19",1.9,40.62,2745.570555,12.960096,849.81,849.23,0.58,,12.38,836.85,,2016-10,10,,2,10/31/2016,10,fall,2016,Eastside Gulches,1,0
4538,25,I16,10/28/2016,12.61,,,,"2,742.22","2,741.08",1.15,11.46,2729.614414,3.843528,835.83,835.48,0.35,,3.49,831.99,Valley Floor,2016-10,10,,2,10/31/2016,10,fall,2016,Valley Floor,1,0
4539,27,H6,10/28/2016,5.12,,,,"2,741.47","2,741.47", -   ,5.12,2736.34982,1.560576,835.6,835.6,0,,1.56,834.04,Valley Floor,2016-10,10,,2,10/31/2016,10,fall,2016,Valley Floor,1,0
4540,28,K12,10/28/2016,17.65,,,,"2,725.39","2,724.02",1.38,16.27,2707.743705,5.37972,830.7,830.28,0.42,,4.96,825.32,,2016-10,10,,2,10/31/2016,10,fall,2016,Valley Floor,1,0
4541,29,W10,10/28/2016,23.44,,,,"2,936.22","2,935.07",1.15,22.29,2912.780477,7.144512,894.96,894.61,0.35,,6.79,887.82,Westside-Upl,2016-10,10,,2,10/31/2016,10,fall,2016,Upper Westside,1,0
4542,30,C26,10/28/2016,13.59,,,,"2,843.24","2,841.93",1.31,12.28,2829.651474,4.142232,866.62,866.22,0.4,,3.74,862.48,Oro Fino,2016-10,10,,2,10/31/2016,10,fall,2016,Upper Westside,1,0
4543,33,S19,10/28/2016,23.5,,,,"2,746.59","2,744.95",1.64,21.86,2723.087931,7.1628,837.16,836.66,0.5,,6.66,830,Eastside-Upl,2016-10,10,,2,10/31/2016,10,fall,2016,Eastside Gulches,1,0
4544,36,M12,10/28/2016,13.76,,,,"2,792.29","2,787.60",4.69,9.07,2778.53003,4.194048,851.09,849.66,1.43,,2.76,846.9,Scott River,2016-10,10,,2,10/31/2016,10,fall,2016,Valley Floor,1,0
